"Sed_ID";"2000";"500";"250";"63";"0";"sedID";"Sediment";"Texture";"D50(um)";"Mean.fw.phi";"Mean.fw.um";"Sand";"mud";"sed_Id";"Sed_class1";"Sed_class"
171;0;0.56;2.18;96.49;0.78;"X171";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.262;2.974;58.932;99.222;0.778;"171";"Fine Sand";"Fine Sand"
172;0;0.37;8.42;89.85;1.35;"X172";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";132.864;2.912;63.623;98.645;1.355;"172";"Fine Sand";"Fine Sand"
175;0;0.49;3.48;81.88;14.15;"X175";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";115.203;3.118;44.093;85.855;14.145;"175";"Very Fine Sand";"Very Fine Sand"
177;0;0.37;3.99;87.55;8.1;"X177";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";121.854;3.037;51.52;91.901;8.099;"177";"Very Fine Sand";"Very Fine Sand"
179;0;6.58;9.59;76.07;7.76;"X179";"Fine Sand,Poorly Sorted,Symmetrical,Very Leptokurtic";"Sand";135.427;2.88;62.65;92.238;7.762;"179";"Fine Sand";"Fine Sand"
182;0;0.66;1.73;96.68;0.93;"X182";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.821;2.979;58.493;99.074;0.926;"182";"Fine Sand";"Fine Sand"
184;0;0.77;3.75;95.19;0.29;"X184";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";129.4;2.95;60.997;99.709;0.291;"184";"Fine Sand";"Fine Sand"
185;0;0.09;0.76;98.41;0.73;"X185";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";125.609;2.993;57.523;99.268;0.732;"185";"Fine Sand";"Fine Sand"
187;0;0.26;1.36;96.17;2.21;"X187";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";124.971;3;56.425;97.792;2.208;"187";"Very Fine Sand";"Very Fine Sand"
188;0;0.37;1.85;92.2;5.58;"X188";"Very Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand";122.389;3.03;52.996;94.422;5.578;"188";"Very Fine Sand";"Very Fine Sand"
192;0;0.59;4.61;89.09;5.71;"X192";"Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand";125.007;3;55.023;94.291;5.709;"192";"Fine Sand";"Fine Sand"
196;0;3.97;8.38;74.37;13.27;"X196";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";124.439;3.006;50.79;86.726;13.274;"196";"Very Fine Sand";"Very Fine Sand"
197;0;0.26;2.3;97;0.43;"X197";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.414;2.972;59.197;99.568;0.432;"197";"Fine Sand";"Fine Sand"
200;0;0.21;2.39;96.91;0.49;"X200";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.4;2.973;59.164;99.514;0.486;"200";"Fine Sand";"Fine Sand"
201;0;0.01;14.01;84.92;1.05;"X201";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";139.439;2.842;69.79;98.952;1.048;"201";"Fine Sand";"Fine Sand"
206;0;5.88;26.42;67.59;0.11;"X206";"Fine Sand,Poorly Sorted,Coarse Skewed,Platykurtic";"Sand";174.262;2.475;110.282;99.889;0.111;"206";"Fine Sand";"Fine Sand"
207;0;11.01;43.8;45.09;0.1;"X207";"Fine Sand,Poorly Sorted,Fine Skewed,Mesokurtic";"Sand";269.779;2.097;213.62;99.897;0.103;"207";"Fine Sand";"Fine Sand"
208;0;2.79;26.49;70.53;0.19;"X208";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";166.765;2.542;101.219;99.811;0.189;"208";"Fine Sand";"Fine Sand"
218;0;3.6;21.47;70.91;4.02;"X218";"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";153.992;2.643;85.053;95.983;4.017;"218";"Fine Sand";"Fine Sand"
220;0;15.11;60.6;23.79;0.5;"X220";"Medium Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";335.465;1.761;410.305;99.495;0.505;"220";"Medium Sand";"Medium Sand"
222;0;6.46;34.86;58.38;0.3;"X222";"Fine Sand,Poorly Sorted,Symmetrical,Platykurtic";"Sand";203.677;2.341;138.502;99.699;0.301;"222";"Fine Sand";"Fine Sand"
226;0;4.1;56.78;39.09;0.03;"X226";"Fine Sand,Moderately Sorted,Very Fine Skewed,Platykurtic";"Sand";285.495;2.065;238.822;99.969;0.031;"226";"Fine Sand";"Fine Sand"
227;0;4.26;34.61;61.01;0.12;"X227";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";194.434;2.391;128.699;99.883;0.117;"227";"Fine Sand";"Fine Sand"
230;0;1.88;17.44;80.6;0.08;"X230";"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";147.936;2.721;80.544;99.915;0.085;"230";"Fine Sand";"Fine Sand"
233;0;9.36;41.71;48.69;0.24;"X233";"Fine Sand,Poorly Sorted,Fine Skewed,Mesokurtic";"Sand";254.499;2.159;191.641;99.761;0.239;"233";"Fine Sand";"Fine Sand"
235;0;14.79;32.04;52.14;1.04;"X235";"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";229.859;2.192;169.211;98.961;1.039;"235";"Fine Sand";"Fine Sand"
240;1.52;15.65;21.96;57.2;3.67;"X240";"Fine Sand,Poorly Sorted,Coarse Skewed,Mesokurtic";"Slightly Gravelly Sand";192.397;2.263;134.049;94.807;3.672;"240";"Fine Sand";"Fine Sand"
242;0;35.87;27.87;35.38;0.88;"X242";"Medium Sand,Poorly Sorted,Symmetrical,Platykurtic";"Sand";351.846;1.513;409.569;99.118;0.882;"242";"Medium Sand";"Medium Sand"
244;0;11.84;33.3;54.44;0.42;"X244";"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";221.013;2.241;159.267;99.577;0.423;"244";"Fine Sand";"Fine Sand"
365;0;1.13;7.45;88.48;2.95;"X365";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";131.126;2.931;61.364;97.053;2.947;"365";"Fine Sand";"Fine Sand"
2356;0;1.14;31.75;64.45;2.66;"X2356";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";173.388;2.524;103.5;97.338;2.662;"2356";"Fine Sand";"Fine Sand"
2357;0;0.92;11.34;65.17;22.57;"X2357";"Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";112.528;3.668;12.925;77.426;22.574;"2357";"Very Fine Sand";"Very Fine Sand"
2360;0;1.73;45.09;52.14;1.05;"X2360";"Fine Sand,Moderately Sorted,Fine Skewed,Platykurtic";"Sand";229.831;2.285;158.615;98.955;1.045;"2360";"Fine Sand";"Fine Sand"
2369;0;0.61;30.63;67.06;1.7;"X2369";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";170.021;2.541;101.568;98.303;1.697;"2369";"Fine Sand";"Fine Sand"
2379;0;0.41;23.04;76.06;0.49;"X2379";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";154.523;2.651;87.533;99.511;0.489;"2379";"Fine Sand";"Fine Sand"
2382;0;0.6;40.22;58.74;0.44;"X2382";"Fine Sand,Moderately Sorted,Fine Skewed,Platykurtic";"Sand";201.562;2.385;132.915;99.562;0.438;"2382";"Fine Sand";"Fine Sand"
2390;0;0.14;4.92;74.42;20.52;"X2390";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.758;3.602;16.113;79.48;20.52;"2390";"Very Fine Sand";"Very Fine Sand"
2391;0;0.25;3.62;79.97;16.16;"X2391";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";112.887;3.166;40.081;83.838;16.162;"2391";"Very Fine Sand";"Very Fine Sand"
2394;0;5.81;55.66;37.89;0.65;"X2394";"Fine Sand,Moderately Sorted,Very Fine Skewed,Mesokurtic";"Sand";288.358;2.053;241.579;99.349;0.651;"2394";"Fine Sand";"Fine Sand"
2400;0;8.82;78.43;12.76;0;"X2400";"Medium Sand,Moderately Well Sorted,Symmetrical,Very Leptokurtic";"Sand";347.455;1.525;694.64;100;0;"2400";"Medium Sand";"Medium Sand"
2407;0;0.49;4.14;94.96;0.41;"X2407";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";129.393;2.95;60.941;99.586;0.414;"2407";"Fine Sand";"Fine Sand"
2408;0;1.16;35.34;62.86;0.63;"X2408";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";185.967;2.45;118.203;99.366;0.634;"2408";"Fine Sand";"Fine Sand"
2415;0;0.18;0.84;75.82;23.16;"X2415";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";102.614;3.842;10.25;76.836;23.164;"2415";"Very Fine Sand";"Very Fine Sand"
2416;0;0.02;3.04;86.84;10.09;"X2416";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";118.693;3.075;48.315;89.906;10.094;"2416";"Very Fine Sand";"Very Fine Sand"
2418;0;0.77;9;90.23;0;"X2418";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.221;2.887;66.384;100;0;"2418";"Fine Sand";"Fine Sand"
2419;0;3.62;21.61;74.66;0.1;"X2419";"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";158.261;2.599;92.969;99.897;0.103;"2419";"Fine Sand";"Fine Sand"
2424;0;0.15;7.87;91.64;0.34;"X2424";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";132.966;2.911;64.17;99.662;0.338;"2424";"Fine Sand";"Fine Sand"
2425;0;0.27;10.34;88.76;0.63;"X2425";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.611;2.882;66.449;99.369;0.631;"2425";"Fine Sand";"Fine Sand"
2426;0;0.15;17.85;81.65;0.35;"X2426";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";145.662;2.758;77.266;99.652;0.348;"2426";"Fine Sand";"Fine Sand"
2427;0;0.12;12.6;87.15;0.12;"X2427";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";138.651;2.85;69.524;99.877;0.123;"2427";"Fine Sand";"Fine Sand"
2429;0;0.21;3.26;95.63;0.9;"X2429";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.841;2.968;59.386;99.098;0.902;"2429";"Fine Sand";"Fine Sand"
2430;0;0.24;2.15;97.29;0.32;"X2430";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.347;2.973;59.18;99.676;0.324;"2430";"Fine Sand";"Fine Sand"
2440;0;0;8.99;86.33;4.68;"X2440";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";129.89;2.945;59.5;95.321;4.679;"2440";"Fine Sand";"Fine Sand"
2441;0;0.53;25.96;71.57;1.94;"X2441";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";158.963;2.616;90.798;98.059;1.941;"2441";"Fine Sand";"Fine Sand"
2442;0;0.56;12.3;83.15;3.98;"X2442";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.081;2.888;64.301;96.015;3.985;"2442";"Fine Sand";"Fine Sand"
2443;0;2.58;10.31;60.82;26.29;"X2443";"Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";107.818;3.885;8.183;73.711;26.289;"2443";"Very Fine Sand";"Very Fine Sand"
2445;0;0.37;22.63;76.5;0.5;"X2445";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";153.688;2.659;86.612;99.499;0.501;"2445";"Fine Sand";"Fine Sand"
2452;0;0.11;9.9;79.44;10.55;"X2452";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";124.918;3.001;52.642;89.454;10.546;"2452";"Very Fine Sand";"Very Fine Sand"
2454;0;0.37;5.36;93.9;0.37;"X2454";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";130.532;2.938;61.969;99.629;0.371;"2454";"Fine Sand";"Fine Sand"
2455;0;0.73;11.24;87.83;0.2;"X2455";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";137.64;2.861;68.537;99.801;0.199;"2455";"Fine Sand";"Fine Sand"
2456;0;0.66;29.9;67.53;1.92;"X2456";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";168.104;2.553;99.523;98.082;1.918;"2456";"Fine Sand";"Fine Sand"
2461;0;0.34;9.93;89.07;0.65;"X2461";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.197;2.887;66.058;99.346;0.654;"2461";"Fine Sand";"Fine Sand"
2463;0;0.71;14.54;60.99;23.76;"X2463";"Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";113.993;3.703;11.537;76.241;23.759;"2463";"Very Fine Sand";"Very Fine Sand"
2468;0;0.07;6.76;87.64;5.53;"X2468";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";126.798;2.979;56.55;94.473;5.527;"2468";"Fine Sand";"Fine Sand"
2469;0;0.56;6.38;87.73;5.33;"X2469";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";127.1;2.976;56.888;94.673;5.327;"2469";"Fine Sand";"Fine Sand"
2480;0;0.67;5.62;72.36;21.35;"X2480";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.734;3.654;14.285;78.652;21.348;"2480";"Very Fine Sand";"Very Fine Sand"
2481;0;0.66;4.41;83.19;11.75;"X2481";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";118.741;3.074;47.602;88.253;11.747;"2481";"Very Fine Sand";"Very Fine Sand"
2483;0;0.68;16.5;81.77;1.05;"X2483";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";143.779;2.784;74.644;98.952;1.048;"2483";"Fine Sand";"Fine Sand"
2487;0;0.11;1.69;74.76;23.44;"X2487";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";102.809;3.852;9.967;76.563;23.437;"2487";"Very Fine Sand";"Very Fine Sand"
2493;0;1.51;14.61;81.4;2.48;"X2493";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";140.86;2.826;70.417;97.52;2.48;"2493";"Fine Sand";"Fine Sand"
2494;0;0.22;11.63;81.83;6.33;"X2494";"Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";131.475;2.927;60;93.675;6.325;"2494";"Fine Sand";"Fine Sand"
2495;0;0.47;12.62;77.61;9.3;"X2495";"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";129.791;2.946;57.026;90.697;9.303;"2495";"Fine Sand";"Fine Sand"
2499;0;1.78;33.18;63.12;1.92;"X2499";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";180.029;2.482;110.889;98.08;1.92;"2499";"Fine Sand";"Fine Sand"
2504;0;0.39;12.58;67.51;19.53;"X2504";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";117.366;3.418;21.501;80.474;19.526;"2504";"Very Fine Sand";"Very Fine Sand"
2505;0;0.2;3.32;89.5;6.99;"X2505";"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";122.189;3.033;52.257;93.015;6.985;"2505";"Very Fine Sand";"Very Fine Sand"
2506;0;0.19;11.59;67.81;20.42;"X2506";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";114.944;3.511;17.997;79.583;20.417;"2506";"Very Fine Sand";"Very Fine Sand"
2511;0;0.34;12.98;79.53;7.15;"X2511";"Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Sand";132.385;2.917;60.304;92.846;7.154;"2511";"Fine Sand";"Fine Sand"
2512;0;0.43;23.05;74.88;1.64;"X2512";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";153.446;2.662;85.507;98.362;1.638;"2512";"Fine Sand";"Fine Sand"
2513;0;0.21;5.59;84.59;9.61;"X2513";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";121.654;3.039;50.688;90.387;9.613;"2513";"Very Fine Sand";"Very Fine Sand"
2516;0;2.36;17.68;77.44;2.53;"X2516";"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";146.659;2.728;77.986;97.475;2.525;"2516";"Fine Sand";"Fine Sand"
2518;0;0.97;6.11;84.86;8.06;"X2518";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";124.492;3.006;53.553;91.936;8.064;"2518";"Very Fine Sand";"Very Fine Sand"
2519;0;1.14;6.9;75.68;16.27;"X2519";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";116.445;3.133;41.085;83.729;16.271;"2519";"Very Fine Sand";"Very Fine Sand"
2525;0;0.62;15.46;83.46;0.45;"X2525";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";142.784;2.807;73.342;99.546;0.454;"2525";"Fine Sand";"Fine Sand"
2533;0;0.17;18.2;76.31;5.32;"X2533";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";141.195;2.801;70.034;94.679;5.321;"2533";"Fine Sand";"Fine Sand"
2540;0;1.8;27.65;68.48;2.07;"X2540";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";165.307;2.565;97.162;97.927;2.073;"2540";"Fine Sand";"Fine Sand"
2542;0;0.57;8.5;80.69;10.24;"X2542";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";124.253;3.009;52.308;89.762;10.238;"2542";"Very Fine Sand";"Very Fine Sand"
2544;0;0.64;2.97;60.5;35.89;"X2544";"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic";"Muddy Sand";86.88;4.417;3.117;64.107;35.893;"2544";"Very Coarse Silt";"Very Coarse Silt"
2546;0;0.09;3.73;84.33;11.86;"X2546";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";117.507;3.089;46.692;88.137;11.863;"2546";"Very Fine Sand";"Very Fine Sand"
2549;0;0.18;3.18;69.68;26.96;"X2549";"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";99.367;4.042;6.667;73.038;26.962;"2549";"Very Coarse Silt";"Very Coarse Silt"
2555;0;0.08;8.08;90.86;0.98;"X2555";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";132.535;2.916;63.499;99.024;0.976;"2555";"Fine Sand";"Fine Sand"
2556;0;0;3.55;81.69;14.77;"X2556";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";114.163;3.131;43.131;85.233;14.767;"2556";"Very Fine Sand";"Very Fine Sand"
2557;0;0.2;6.9;62.29;30.62;"X2557";"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";96.742;4.171;4.918;69.382;30.618;"2557";"Very Coarse Silt";"Very Coarse Silt"
2558;0;0.26;6.64;85.07;8.03;"X2558";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";124.348;3.008;53.456;91.966;8.034;"2558";"Very Fine Sand";"Very Fine Sand"
2561;0;0.28;5.98;74.23;19.51;"X2561";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";110.981;3.501;19.608;80.494;19.506;"2561";"Very Fine Sand";"Very Fine Sand"
2562;0;0.45;4.67;84.13;10.75;"X2562";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";119.834;3.061;48.836;89.246;10.754;"2562";"Very Fine Sand";"Very Fine Sand"
2563;0;0.29;7.33;85.76;6.63;"X2563";"Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";126.499;2.983;55.803;93.374;6.626;"2563";"Fine Sand";"Fine Sand"
2565;0;0.85;27.94;70.84;0.36;"X2565";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";165.484;2.562;98.966;99.638;0.362;"2565";"Fine Sand";"Fine Sand"
2569;0;1.51;30.35;67.91;0.23;"X2569";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";173.001;2.512;106.697;99.771;0.229;"2569";"Fine Sand";"Fine Sand"
2574;0;0.33;2.23;86.61;10.83;"X2574";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";117.513;3.089;47.156;89.174;10.826;"2574";"Very Fine Sand";"Very Fine Sand"
2575;0;0.33;2.14;90.31;7.22;"X2575";"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";121.039;3.046;51.275;92.782;7.218;"2575";"Very Fine Sand";"Very Fine Sand"
2577;0;0.41;3.49;72.04;24.06;"X2577";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";103.491;3.869;9.42;75.944;24.056;"2577";"Very Fine Sand";"Very Fine Sand"
2578;0;0.48;3.18;86.48;9.87;"X2578";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";119.441;3.066;48.955;90.135;9.865;"2578";"Very Fine Sand";"Very Fine Sand"
2583;0;3.73;17.81;78.06;0.4;"X2583";"Fine Sand,Moderately Sorted,Coarse Skewed,Mesokurtic";"Sand";151.251;2.668;84.957;99.599;0.401;"2583";"Fine Sand";"Fine Sand"
2593;0;0.09;0.83;98.99;0.09;"X2593";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.225;2.986;58.292;99.91;0.09;"2593";"Fine Sand";"Fine Sand"
2597;0;0.35;7.13;92.02;0.5;"X2597";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";132.233;2.919;63.438;99.5;0.5;"2597";"Fine Sand";"Fine Sand"
2601;0;0.41;9.83;89.72;0.04;"X2601";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.731;2.881;66.839;99.963;0.037;"2601";"Fine Sand";"Fine Sand"
2607;0;0.15;12.8;86.54;0.51;"X2607";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";138.564;2.851;69.247;99.489;0.511;"2607";"Fine Sand";"Fine Sand"
2621;0;0.28;9.76;89.91;0.06;"X2621";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.477;2.884;66.595;99.944;0.056;"2621";"Fine Sand";"Fine Sand"
2622;0;0.73;12.62;86.47;0.18;"X2622";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";139.385;2.843;70.188;99.819;0.181;"2622";"Fine Sand";"Fine Sand"
2623;0;0.74;6;81.33;11.94;"X2623";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";120.08;3.058;48.446;88.059;11.941;"2623";"Very Fine Sand";"Very Fine Sand"
2629;0;0.25;2.62;67.79;29.34;"X2629";"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";95.893;4.163;5.237;70.662;29.338;"2629";"Very Coarse Silt";"Very Coarse Silt"
2630;0;0.25;6.66;69.34;23.75;"X2630";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";106.164;3.815;10.188;76.253;23.747;"2630";"Very Fine Sand";"Very Fine Sand"
3062;0;0.08;0.46;98.34;1.12;"X3062";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";124.986;3;56.846;98.877;1.123;"3062";"Very Fine Sand";"Very Fine Sand"
3064;0;0.41;1.84;84.54;13.2;"X3064";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";114.787;3.123;44.251;86.799;13.201;"3064";"Very Fine Sand";"Very Fine Sand"
3065;0;0.57;15.93;78.53;4.97;"X3065";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";138.858;2.842;67.365;95.03;4.97;"3065";"Fine Sand";"Fine Sand"
3066;0;0.41;2.44;79.72;17.44;"X3066";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";110.623;3.33;28.866;82.563;17.437;"3066";"Very Fine Sand";"Very Fine Sand"
3069;0.02;2.23;12.37;74.72;10.66;"X3069";"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Muddy Sand";130.169;2.942;56.529;89.322;10.658;"3069";"Fine Sand";"Fine Sand"
3070;0;1.22;3.48;90.97;4.33;"X3070";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";125.847;2.99;56.297;95.67;4.33;"3070";"Fine Sand";"Fine Sand"
3071;0;0.49;2.93;96.45;0.12;"X3071";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";128.494;2.96;60.264;99.878;0.122;"3071";"Fine Sand";"Fine Sand"
3072;0;0.31;0.89;98.41;0.39;"X3072";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.204;2.986;58.162;99.607;0.393;"3072";"Fine Sand";"Fine Sand"
3075;0.02;1.42;12.01;80.01;6.54;"X3075";"Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Slightly Gravelly Sand";133.196;2.908;61.314;93.441;6.541;"3075";"Fine Sand";"Fine Sand"
3081;0;0.36;12.13;86.71;0.8;"X3081";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";137.707;2.86;68.301;99.198;0.802;"3081";"Fine Sand";"Fine Sand"
3082;0;0;9.29;87.17;3.54;"X3082";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";131.334;2.929;61.267;96.458;3.542;"3082";"Fine Sand";"Fine Sand"
3083;0.03;0.74;13.64;84.02;1.57;"X3083";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";139.437;2.842;69.512;98.402;1.57;"3083";"Fine Sand";"Fine Sand"
3084;0.01;0.45;9.07;88.57;1.89;"X3084";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";133.196;2.908;63.673;98.095;1.89;"3084";"Fine Sand";"Fine Sand"
3085;0;0.79;11.81;86.75;0.65;"X3085";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";138.003;2.857;68.654;99.351;0.649;"3085";"Fine Sand";"Fine Sand"
3086;0;2.4;20.66;76.6;0.34;"X3086";"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";153.96;2.647;87.642;99.657;0.343;"3086";"Fine Sand";"Fine Sand"
3087;0;6.5;40.68;52.77;0.05;"X3087";"Fine Sand,Poorly Sorted,Fine Skewed,Platykurtic";"Sand";232.199;2.243;166.833;99.946;0.054;"3087";"Fine Sand";"Fine Sand"
