"Sed_ID";"2000";"500";"250";"63";"0";"sedID";"D50(um)";"Mean.fw.phi";"Mean.fw.um";"mud";"Sand";"Sediment";"Texture"
4071;0;0.11;1.34;64.23;2.58;"X4071";123.987;3.012;54.998;3.78;96.22;"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
4081;0;0.33;1.87;63.82;1.89;"X4081";125.92;2.989;56.996;2.783;97.217;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
4101;0;0.24;2.9;85.1;5.99000000000001;"X4101";122.636;3.028;52.869;6.357;93.643;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
4111;0;0.29;3.96;69.43;5.23999999999999;"X4111";124.272;3.008;54.031;6.64;93.36;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
4121;0;0.47;2.29;57.73;5.01000000000001;"X4121";122.173;3.033;51.959;7.649;92.351;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
4141;0;0.43;12.37;78.53;2.47;"X4141";137.408;2.863;67.085;2.633;97.367;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
4151;0;0;0.86;51.31;3.14;"X4151";121.714;3.038;52.425;5.677;94.323;"Very Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand"
4161;0;0.12;4.15;29.02;7.41;"X4161";116.481;3.324;26.927;18.206;81.794;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
4201;0;0.05;2.56;23.18;10.35;"X4201";99.701;4.08;5.908;28.639;71.361;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand"
4211;0;0.02;3.61;26.8;6.47;"X4211";116.66;3.261;30.927;17.534;82.466;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
4241;0;0.13;2.93;20.86;9.98;"X4241";99.851;4.094;5.614;29.44;70.56;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand"
4251;0;0.11;2.02;24.04;11.78;"X4251";95.169;4.207;4.651;31.041;68.959;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand"
4281;0;0.03;4.3;32.45;4.66;"X4281";124.623;3.004;52.054;11.245;88.755;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
4301;0;0.13;4.32;31.41;7.79;"X4301";116.631;3.29;28.982;17.847;82.153;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
4341;0;0;2.92;51.8;2.19;"X4341";126.724;2.98;57.227;3.848;96.152;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
4351;0;0.02;2.53;34.93;2.08000000000001;"X4351";126.668;2.981;56.566;5.258;94.742;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand"
4381;0;0.15;1.67;37.41;7.26000000000001;"X4381";113.532;3.139;42.331;15.616;84.384;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
24910;0;0.33;1.33;58.86;0.520000000000003;"X24910";127.185;2.975;58.836;0.852;99.148;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
25110;0;0.15;4.08;47.97;0.609999999999999;"X25110";132.199;2.919;63.118;1.155;98.845;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
25510;0;0.41;1.36;62.08;0.410000000000004;"X25510";127.408;2.972;59.113;0.638;99.362;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
25610;0;0.44;0.85;67.05;0.189999999999998;"X25610";126.926;2.978;58.831;0.277;99.723;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
25710;0;0.65;0.38;65.27;0.140000000000001;"X25710";126.684;2.981;58.646;0.211;99.789;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
25810;0;0.47;3.72;50.17;0.670000000000002;"X25810";131.716;2.924;62.661;1.218;98.782;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
25910;0;0.07;4.92;35.07;3.59999999999999;"X25910";128.974;2.955;56.963;8.246;91.754;"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
26010;0;0.49;2.89;53.08;0.600000000000001;"X26010";130.112;2.942;61.312;1.052;98.948;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
26210;0;3.35;2.7;31.58;0.720000000000006;"X26210";140.979;2.826;70.783;1.877;98.123;"Fine Sand,Moderately Sorted,Coarse Skewed,Leptokurtic";"Sand"
26410;0;0.03;1.18;41.82;4.03;"X26410";119.8;3.061;49.78;8.564;91.436;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
26510;0;0.15;1.42;59.76;0.170000000000002;"X26510";127.542;2.971;59.368;0.276;99.724;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
27810;0;0.06;5.55;50.22;1.85;"X27810";132.144;2.92;62.126;3.207;96.793;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
33511;0;7.85;20.03;22.39;1.08;"X33511";269.823;2.088;208.461;2.103;97.897;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand"
33521;0;0.2;1.64;21.91;7;"X33521";106.697;3.761;11.509;22.764;77.236;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
33821;0;0.11;1.54;31.7;8.74;"X33821";107.572;3.635;15.244;20.765;79.235;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
36710;0;1.55;3.74;42.43;5.95;"X36710";124.161;3.01;51.801;11.086;88.914;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
36810;0;0;5.53;63.6;0.650000000000006;"X36810";132.314;2.918;63.321;0.931;99.069;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
36910;0;4.45;16.14;36.87;3.38000000000001;"X36910";173.119;2.501;101.778;5.556;94.444;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand"
37110;0;0.45;5.67;32.4;7.47000000000001;"X37110";121.947;3.063;44.685;16.243;83.757;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
37210;0;0.11;1.29;70.87;0.169999999999987;"X37210";127.009;2.977;58.92;0.235;99.765;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
37310;0;0.28;2.19;66.24;2.08000000000001;"X37310";126.009;2.988;57.008;2.938;97.062;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
37510;0;0.14;5.07;61.64;5.76000000000001;"X37510";124.73;3.003;53.798;7.933;92.067;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
37610;0;0.63;14.2;81.58;1.65000000000001;"X37610";140.28;2.834;70.237;1.683;98.317;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
37910;0;0.16;4.15;80.91;3.76000000000001;"X37910";126.088;2.987;56.54;4.226;95.774;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
