"Point";"Day";"Radius";"Class_1";"Class_2";"Class_3";"c_water";"c_mcrph";"c_shlls";"c_rocks";"c_chnnl";"c_uca";"uc_dnst";"greenss";"mangrov";"obs";"obs2";"Island";"site";"Sed_ID";"X2000";"X500";"X250";"X63";"X0";"Sedimnt";"Texture";"D50_um_";"Mn_fw_p";"Mn_fw_m";"Sand";"mud";"Sd_clss";"Sd_cls1";"Clss_22";"Clss_11";"Class_22";"Clss_33";"covr_vr";"cvr_vr1";"cvr_vrA";"cvr_sd_f";"cvr_sd_g";"WB";"WD";"rocks";"macro";"shells";"sedmnt0";"bsed";"bsed1";"uca"
"4101";"07/03/2020";"20";"wet";"muddy_sand";"uca";5;0;0;0;5;"100";"H";"N";"N";"uca clara";NA;"Bubaque";"banco_grande_centro";"4101";0;0.25;3.08;90.31;6.36;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";122.636;3.028;52.869;93.643;6.357;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4111";"07/03/2020";"25";"wet";"sandy_mud";"uca";5;0;0;0;5;"100";"H";"N";"N";"uca clara";NA;"Bubaque";"banco_grande_centro";"4111";0;0.37;5.02;87.98;6.64;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";124.272;3.008;54.031;93.36;6.64;"Very Fine Sand";"Very Fine Sand";"sandy_mud";"wet";"sandy_mud";"uca";"uca";"uca";"uca";"uca_sandy_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4121";"07/03/2020";"15";"wet";"sandy_mud";NA;15;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_centro";"4121";0;0.72;3.5;88.14;7.65;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";122.173;3.033;51.959;92.351;7.649;"Very Fine Sand";"Very Fine Sand";"sandy_mud";"wet";"sandy_mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_Very Fine Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"4131";"07/03/2020";"10";"wet";"sandy_mud";NA;15;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_centro";"4121";0;0.72;3.5;88.14;7.65;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";122.173;3.033;51.959;92.351;7.649;"Very Fine Sand";"Very Fine Sand";"sandy_mud";"wet";"sandy_mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_Very Fine Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"4141";"07/03/2020";"30";"wet";"muddy_sand";NA;15;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_centro";"4141";0;0.46;13.19;83.72;2.63;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";137.408;2.863;67.085;97.367;2.633;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"4151";"09/03/2020";"30";"wet";"mud";"macroalgae";50;40;0;0;0;"10";"H";"S";"N";"algas também debaixo de água";NA;"Canhabaque";"canhabaque";"4151";0;0;1.55;92.77;5.68;"Very Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand";121.714;3.038;52.425;94.323;5.677;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"flooded";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
"4161";"09/03/2020";"20";"wet";"mud";"uca";10;0;0;0;5;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4161";0;0.29;10.2;71.3;18.21;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.481;3.324;26.927;81.794;18.206;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4171";"09/03/2020";"50";"wet";"mud";"uca";10;0;0;0;5;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4161";0;0.29;10.2;71.3;18.21;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.481;3.324;26.927;81.794;18.206;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4201";"09/03/2020";"15";"dry";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4201";0;0.14;7.08;64.14;28.64;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";99.701;4.08;5.908;71.361;28.639;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Coarse Silt";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4211";"09/03/2020";"10";"wet";"mud";"macro_uca";20;30;0;0;0;"100";"H";"S";"N";NA;NA;"Canhabaque";"canhabaque";"4211";0;0.05;9.78;72.63;17.53;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.66;3.261;30.927;82.466;17.534;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"macro_uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"wet";"other";"other";"other";"uca";"other";"other";"uca"
"4221";"09/03/2020";"20";"dry";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4201";0;0.14;7.08;64.14;28.64;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";99.701;4.08;5.908;71.361;28.639;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Coarse Silt";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4231";"09/03/2020";"10";"wet";"mud";"macro_uca";20;30;0;0;0;"100";"H";"S";"N";NA;NA;"Canhabaque";"canhabaque";"4211";0;0.05;9.78;72.63;17.53;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.66;3.261;30.927;82.466;17.534;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"macro_uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"wet";"other";"other";"other";"uca";"other";"other";"uca"
"4241";"09/03/2020";"10";"dry";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4241";0;0.38;8.64;61.53;29.44;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";99.851;4.094;5.614;70.56;29.44;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Coarse Silt";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4251";"09/03/2020";"10";"dry";"mud";"macro_uca";15;40;0;0;0;"100";"H";"S";"N";NA;NA;"Canhabaque";"canhabaque";"4251";0;0.29;5.32;63.35;31.04;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";95.169;4.207;4.651;68.959;31.041;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"macro_uca";"uca";"uca";"uca";"uca_mud";"uca_Very Coarse Silt";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4261";"09/03/2020";"10";"dry";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4241";0;0.38;8.64;61.53;29.44;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";99.851;4.094;5.614;70.56;29.44;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Coarse Silt";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4271";"09/03/2020";"15";"dry";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4241";0;0.38;8.64;61.53;29.44;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";99.851;4.094;5.614;70.56;29.44;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Coarse Silt";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4281";"09/03/2020";"10";"wet";"mud";"macro_uca";30;60;0;0;0;"100";"M";"S";"N";NA;NA;"Canhabaque";"canhabaque";"4281";0;0.07;10.38;78.31;11.25;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";124.623;3.004;52.054;88.755;11.245;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"macro_uca";"macroalgae";"uca";"macroalgae";"macroalgae";"macroalgae";"flooded";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
"4291";"09/03/2020";"10";"dry";"mud";"uca";5;0;0;0;5;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4241";0;0.38;8.64;61.53;29.44;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";99.851;4.094;5.614;70.56;29.44;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Coarse Silt";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4301";"09/03/2020";"5";"dry";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4301";0;0.3;9.9;71.96;17.85;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.631;3.29;28.982;82.153;17.847;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4311";"09/03/2020";"45";"dry";"mud";"uca";0;0;0;0;10;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4301";0;0.3;9.9;71.96;17.85;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.631;3.29;28.982;82.153;17.847;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4321";"09/03/2020";"40";"dry";"mud";"uca";0;0;0;0;10;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4301";0;0.3;9.9;71.96;17.85;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.631;3.29;28.982;82.153;17.847;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4331";"09/03/2020";"20";"dry";"mud";"uca";0;0;0;0;10;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4301";0;0.3;9.9;71.96;17.85;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.631;3.29;28.982;82.153;17.847;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4341";"09/03/2020";"40";"wet";"muddy_sand";"macroalgae";40;55;0;0;0;"0";NA;"S";"N";"brown algae";NA;"Canhabaque";"canhabaque";"4341";0;0;5.13;91.02;3.85;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.724;2.98;57.227;96.152;3.848;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"flooded";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
"4351";"09/03/2020";"30";"wet";"sandy_mud";"macroalgae";25;60;10;0;0;"0";NA;"S";"N";"brown algae e alum verdete";NA;"Canhabaque";"canhabaque";"4351";0;0.05;6.4;88.3;5.26;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";126.668;2.981;56.566;94.742;5.258;"Fine Sand";"Fine Sand";"sandy_mud";"wet";"sandy_mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"dry";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
"4361";"09/03/2020";"30";"wet";"sandy_mud";"macroalgae";25;60;10;0;0;"0";NA;"S";"N";"brown algae e alum verdete";NA;"Canhabaque";"canhabaque";"4351";0;0.05;6.4;88.3;5.26;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";126.668;2.981;56.566;94.742;5.258;"Fine Sand";"Fine Sand";"sandy_mud";"wet";"sandy_mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"dry";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
"4371";"09/03/2020";"30";"wet";"sandy_mud";"macroalgae";25;60;10;0;0;"0";NA;"S";"N";"brown algae e alum verdete";NA;"Canhabaque";"canhabaque";"4351";0;0.05;6.4;88.3;5.26;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";126.668;2.981;56.566;94.742;5.258;"Fine Sand";"Fine Sand";"sandy_mud";"wet";"sandy_mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"dry";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
"4381";"09/03/2020";"5";"wet";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4381";0;0.32;3.59;80.47;15.62;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";113.532;3.139;42.331;84.384;15.616;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4391";"09/03/2020";"5";"wet";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4381";0;0.32;3.59;80.47;15.62;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";113.532;3.139;42.331;84.384;15.616;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4401";"09/03/2020";"5";"wet";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4381";0;0.32;3.59;80.47;15.62;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";113.532;3.139;42.331;84.384;15.616;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"4411";"09/03/2020";"5";"wet";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canhabaque";"canhabaque";"4381";0;0.32;3.59;80.47;15.62;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";113.532;3.139;42.331;84.384;15.616;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"61";"17/02/2020";"5";"wet";"sandy_mud";NA;40;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"61";0;1.24;15.23;77.03;6.51;"Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Sand";137.196;2.859;64.99;93.494;6.506;"Fine Sand";"Fine Sand";"sandy_mud";"wet";"sandy_mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"62";"17/02/2020";"10";"wet";"sandy_mud";NA;40;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"62";0;0.85;22.47;71.4;5.27;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";149.39;2.702;78.636;94.727;5.273;"Fine Sand";"Fine Sand";"sandy_mud";"wet";"sandy_mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"63";"17/02/2020";"5";"dry";NA;"rock";0;0;0;0;0;"0";NA;"N";"N";"oyster rock, mistura de rocha com gravilha";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dry";NA;"rock";"rock";"bare_sediment";"rock";"rock";"rock";"dry";"dry";"rock";"other";"other";NA;"other";"other";"other"
"64";"17/02/2020";"15";"wet";"muddy_sand";NA;70;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"65";"17/02/2020";"10";"wet";"muddy_sand";NA;50;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"65";0;1.35;25.72;70.3;2.62;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";159.495;2.609;90.888;97.376;2.624;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"66";"17/02/2020";"25";"wet";"muddy_sand";NA;70;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"66";0;1.21;40.38;56.46;1.95;"Fine Sand,Moderately Sorted,Fine Skewed,Platykurtic";"Sand";203.582;2.385;131.803;98.05;1.95;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"67";"17/02/2020";"10";"wet";"muddy_sand";NA;30;0;3;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"67";0;0.42;20.73;73.12;5.72;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";145.148;2.748;74.054;94.276;5.724;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"68";"17/02/2020";"15";"wet";"muddy_sand";NA;40;0;3;0;0;"0";NA;"N";"N";"fina camada de mud";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"69";"17/02/2020";"5";"wet";"sand";"shell";20;0;40;0;0;"0";NA;"N";"N";"metade mais ou menos coberta com sedimento";NA;"Urok";"praia_abu";"69";0;1.79;15.28;79.4;3.53;"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";141.155;2.81;70.701;96.474;3.526;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"shell";"shell";"shell";"shell";"shell";"shell";"dry";"wet";"other";"other";"shell";NA;"other";"other";"other"
"70";"17/02/2020";"5";"wet";"sand";"shell";20;0;60;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"69";0;1.79;15.28;79.4;3.53;"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";141.155;2.81;70.701;96.474;3.526;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"shell";"shell";"shell";"shell";"shell";"shell";"dry";"wet";"other";"other";"shell";NA;"other";"other";"other"
"71";"17/02/2020";"20";"wet";"sand";NA;30;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"71";0;0.64;12.58;83.2;3.58;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.927;2.879;65.259;96.421;3.579;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"72";"17/02/2020";"30";"wet";"sand";NA;40;0;0;0;0;"0";NA;"N";"N";"um pouco muddy";NA;"Urok";"praia_abu";"72";0;2.17;28.84;64.83;4.17;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";166.941;2.563;96.095;95.833;4.167;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"73";"17/02/2020";"25";"wet";"muddy_sand";NA;30;0;0;0;10;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"73";0;1.58;28.88;67.71;1.84;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";167.931;2.549;99.818;98.161;1.839;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"74";"17/02/2020";"5";"wet";"water_body";NA;100;0;3;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wet";"water_body";"water_body";"water_body";"water_body";"bare_sediment";"bare_sediment";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"other";"water_body";"other"
"75";"17/02/2020";"10";"wet";NA;"shell";20;0;80;0;0;"0";NA;"N";"N";"sedimento é wet sand e as conhcas estao cobertas por esse sedimento";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wet";NA;"shell";"shell";"shell";"shell";"shell";"shell";"dry";"wet";"other";"other";"shell";NA;"other";"other";"other"
"76";"17/02/2020";"15";"wet";NA;"shell";20;0;80;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wet";NA;"shell";"shell";"shell";"shell";"shell";"shell";"dry";"wet";"other";"other";"shell";NA;"other";"other";"other"
"77";"17/02/2020";"10";"wet";NA;"shell";40;0;60;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wet";NA;"shell";"shell";"shell";"shell";"shell";"shell";"flooded";"wet";"other";"other";"shell";NA;"other";"other";"other"
"78";"17/02/2020";"5";"wet";"sand";"rock";0;0;0;70;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"78";0;4;46.46;48.27;1.27;"Fine Sand,Moderately Sorted,Very Fine Skewed,Platykurtic";"Sand";251.722;2.21;180.599;98.734;1.266;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"rock";"rock";"rock";"rock";"rock";"rock";"dry";"dry";"rock";"other";"other";NA;"other";"other";"other"
"79";"17/02/2020";"5";"wet";"sand";"rock";0;0;0;70;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"78";0;4;46.46;48.27;1.27;"Fine Sand,Moderately Sorted,Very Fine Skewed,Platykurtic";"Sand";251.722;2.21;180.599;98.734;1.266;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"rock";"rock";"rock";"rock";"rock";"rock";"dry";"dry";"rock";"other";"other";NA;"other";"other";"other"
"80";"17/02/2020";"5";"wet";"water_body";NA;100;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wet";"water_body";"water_body";"water_body";"water_body";"bare_sediment";"bare_sediment";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"other";"water_body";"other"
"81";"17/02/2020";"5";"wet";"sand";NA;30;0;5;0;0;"0";NA;"N";"N";"parecido com beach sand";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"82";"17/02/2020";"10";"wet";"sand";NA;20;0;10;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"dry";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"83";"17/02/2020";"10";"wet";"sand";NA;20;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"dry";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
