"Point","Day","Radius","Class_1","Class_2","Class_3","c_water","c_mcrph","c_shlls","c_rocks","c_chnnl","c_uca","uc_dnst","greenss","mangrov","sed_Id","obs","obs2","Island","site","Sd_ID_1","X2000","X500","X250","X63","X0","sedID","Sedimnt","Texture","D50_um_","Mn_fw_p","Mn_fw_m","Sand","mud","Sd_clss","Sd_cls1","Clss_22","Clss_11","Class_22","Clss_33","covr_vr","cvr_vr1","WB","rocks","macro","shells","sedmnt0","bsed","uca"
"169","18/02/2020","15","wet","sand",NA,0,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","ilheu_acoco_norte",169,0,0.2,0.79,63.42,0.68,"X169","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",125.922,2.989,57.675,98.955,1.045,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"170","18/02/2020","20","dry","mud","uca",0,0,0,0,0,"100","H","N","N",NA,NA,NA,"Urok","ilheu_acoco_norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mud","dry","mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"171","18/02/2020","25","wet","beach_sand",NA,10,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","ilheu_acoco_norte",171,0,0.35,1.37,60.75,0.49,"X171","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",127.262,2.974,58.932,99.222,0.778,"Fine Sand","Fine Sand","beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"172","18/02/2020","50","wet","sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","ilheu_acoco_norte",172,0,0.23,5.22,55.71,0.84,"X172","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",132.864,2.912,63.623,98.645,1.355,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"173","18/02/2020","30","wet","sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","ilheu_acoco_norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"174","18/02/2020","30","wet","sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","ilheu_acoco_norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"175","19/02/2020","5","dry","sandy_mud","uca",10,0,0,0,0,"100","H","N","N",NA,"uca clara (quase mud)",NA,"Urok","banco_flamingo_sul",175,0,0.21,1.49,35.02,6.05,"X175","Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic","Muddy Sand",115.203,3.118,44.093,85.855,14.145,"Very Fine Sand","Very Fine Sand","sandy_mud","dry","sandy_mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"176","19/02/2020","10","dry","sandy_mud","uca",10,0,0,0,0,"100","H","N","N","175","uca clara (quase mud)",NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sandy_mud","dry","sandy_mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"177","19/02/2020","10","dry","sandy_mud","uca",20,0,0,0,0,"100","H","N","N",NA,"uca clara (quase mud)",NA,"Urok","banco_flamingo_sul",177,0,0.18,1.96,43.02,3.98,"X177","Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic","Sand",121.854,3.037,51.52,91.901,8.099,"Very Fine Sand","Very Fine Sand","sandy_mud","dry","sandy_mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"178","19/02/2020","15","dry","sandy_mud","uca",20,0,0,0,0,"100","H","N","N","177","uca clara (quase mud)",NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sandy_mud","dry","sandy_mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"179","19/02/2020","20","dry","sandy_mud","uca",20,0,0,0,0,"100","H","N","N",NA,"uca clara (quase mud)",NA,"Urok","banco_flamingo_sul",179,0,2.56,3.73,29.6,3.02,"X179","Fine Sand,Poorly Sorted,Symmetrical,Very Leptokurtic","Sand",135.427,2.88,62.65,92.238,7.762,"Fine Sand","Fine Sand","sandy_mud","dry","sandy_mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"180","19/02/2020","25","wet","muddy_sand",NA,70,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"181","19/02/2020","30","wet","muddy_sand",NA,70,0,0,0,0,"0",NA,"N","N","180",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"182","19/02/2020","20","wet","sand",NA,50,0,0,0,10,"0",NA,"N","N",NA,"fina camada de mud",NA,"Urok","banco_flamingo_sul",182,0,0.45,1.18,65.76,0.63,"X182","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",126.821,2.979,58.493,99.074,0.926,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"183","19/02/2020","35","wet","sand",NA,50,0,0,0,10,"0",NA,"N","N","182",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"184","19/02/2020","25","wet","beach_sand",NA,20,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",184,0,0.5,2.45,62.14,0.19,"X184","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",129.4,2.95,60.997,99.709,0.291,"Fine Sand","Fine Sand","beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"185","19/02/2020","35","wet","sand",NA,30,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",185,0,0.06,0.49,63.2,0.47,"X185","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",125.609,2.993,57.523,99.268,0.732,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"186","19/02/2020","35","wet","sand",NA,30,0,0,0,0,"0",NA,"N","N","185",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"187","19/02/2020","20","wet","muddy_sand",NA,70,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",187,0,0.16,0.83,58.79,1.35,"X187","Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",124.971,3,56.425,97.792,2.208,"Very Fine Sand","Very Fine Sand","muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"188","19/02/2020","5","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N",NA,NA,NA,"Urok","banco_flamingo_sul",188,0,0.22,1.09,54.38,3.29,"X188","Very Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic","Sand",122.389,3.03,52.996,94.422,5.578,"Very Fine Sand","Very Fine Sand","muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"189","19/02/2020","5","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","189",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"190","19/02/2020","5","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","189",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"191","19/02/2020","5","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","189",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"192","19/02/2020","10","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N",NA,NA,NA,"Urok","banco_flamingo_sul",192,0,0.3,2.36,45.57,2.92,"X192","Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic","Sand",125.007,3,55.023,94.291,5.709,"Fine Sand","Fine Sand","muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"193","19/02/2020","5","wet","water_body",NA,100,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet","water_body","water_body","water_body","water_body","flooded","other","other","other","bare_sediment","other","other"
"194","19/02/2020","10","wet","water_body",NA,100,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet","water_body","water_body","water_body","water_body","flooded","other","other","other","bare_sediment","other","other"
"195","19/02/2020","10","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","192",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"196","19/02/2020","15","dry","mud","uca",20,0,0,0,20,"100","H","N","N",NA,NA,NA,"Urok","banco_flamingo_sul",196,0,1.65,3.48,30.87,5.51,"X196","Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic","Muddy Sand",124.439,3.006,50.79,86.726,13.274,"Very Fine Sand","Very Fine Sand","mud","dry","mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"197","19/02/2020","30","wet","muddy_sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",197,0,0.17,1.49,62.8,0.28,"X197","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",127.414,2.972,59.197,99.568,0.432,"Fine Sand","Fine Sand","muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"198","19/02/2020","40","wet","muddy_sand",NA,60,0,0,0,0,"0",NA,"N","N","197",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"199","19/02/2020","15","wet","muddy_sand",NA,60,0,0,0,0,"0",NA,"N","N","197",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"200","19/02/2020","30","wet","beach_sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",200,0,0.15,1.67,67.85,0.34,"X200","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",127.4,2.973,59.164,99.514,0.486,"Fine Sand","Fine Sand","beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"201","19/02/2020","70","wet","sand",NA,70,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","banco_flamingo_sul",201,0,0.01,9.76,59.15,0.73,"X201","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",139.439,2.842,69.79,98.952,1.048,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"202","19/02/2020","60","wet","sand",NA,70,0,0,0,0,"0",NA,"N","N","201",NA,NA,"Urok","banco_flamingo_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"206","20/02/2020","45","wet","sand",NA,60,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","pis_bus",206,0,3.18,14.28,36.53,0.06,"X206","Fine Sand,Poorly Sorted,Coarse Skewed,Platykurtic","Sand",174.262,2.475,110.282,99.889,0.111,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"207","20/02/2020","30","wet","sand","shell",20,0,5,0,0,"0",NA,"N","N",NA,"conchas partidas pequenas; sedimento parece ter grão mais grosso; mais relevo",NA,"Urok","pis_bus",207,0,6.43,25.58,26.33,0.06,"X207","Fine Sand,Poorly Sorted,Fine Skewed,Mesokurtic","Sand",269.779,2.097,213.62,99.897,0.103,"Fine Sand","Fine Sand","sand","wet","sand","shell","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"208","20/02/2020","30","wet","sand","shell",20,0,5,0,0,"0",NA,"N","N","207","conchas partidas pequenas; sedimento parece ter grão mais grosso; mais relevo",NA,"Urok","pis_bus",208,0,1.77,16.81,44.75,0.12,"X208","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",166.765,2.542,101.219,99.811,0.189,"Fine Sand","Fine Sand","sand","wet","sand","shell","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"209","20/02/2020","25","wet","beach_sand",NA,30,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"210","20/02/2020","30","wet","beach_sand",NA,40,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"211","20/02/2020","25","wet","sand","shell",20,0,5,0,0,"0",NA,"N","N","207",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","shell","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"212","20/02/2020","40","wet","sand","shell",20,0,5,0,0,"0",NA,"N","N","207",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","shell","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"213","20/02/2020","25","wet","beach_sand",NA,40,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"214","20/02/2020","25","wet","beach_sand",NA,40,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"215","20/02/2020","30","wet","beach_sand",NA,70,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"216","20/02/2020","20","wet","beach_sand",NA,30,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"217","20/02/2020","30","wet","beach_sand",NA,30,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"218","20/02/2020","40","wet","sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,"mais relevo do que 217",NA,"Urok","pis_bus",218,0,2.56,15.29,50.49,2.86,"X218","Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic","Sand",153.992,2.643,85.053,95.983,4.017,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"219","20/02/2020","30","wet","sand",NA,40,0,0,0,0,"0",NA,"N","N","218",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"220","20/02/2020","20","wet","sand",NA,60,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","pis_bus",220,0,9.28,37.22,14.61,0.31,"X220","Medium Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic","Sand",335.465,1.761,410.305,99.495,0.505,"Medium Sand","Medium Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"221","20/02/2020","25","wet","sand",NA,60,0,0,0,0,"0",NA,"N","N","220",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"222","20/02/2020","30","dry","sand","shell",10,0,5,0,0,"0",NA,"N","N",NA,"conchas partidas",NA,"Urok","pis_bus",222,0,3.22,17.37,29.09,0.15,"X222","Fine Sand,Poorly Sorted,Symmetrical,Platykurtic","Sand",203.677,2.341,138.502,99.699,0.301,"Fine Sand","Fine Sand","sand","dry","sand","shell","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"223","20/02/2020","25","wet","beach_sand",NA,20,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"224","20/02/2020","30","wet","beach_sand",NA,20,0,0,0,0,"0",NA,"N","N","209",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"225","20/02/2020","30","wet","sand",NA,20,0,5,0,0,"0",NA,"N","N","222","areia com relevo","Neste dia (20/2 - JB) as areias eram todas mais claras","Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"226","20/02/2020","15","dry","sand",NA,0,0,0,0,0,"0",NA,"N","N",NA,"conchas partidas",NA,"Urok","pis_bus",226,0,2.66,36.86,25.38,0.02,"X226","Fine Sand,Moderately Sorted,Very Fine Skewed,Platykurtic","Sand",285.495,2.065,238.822,99.969,0.031,"Fine Sand","Fine Sand","sand","dry","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"227","20/02/2020","40","wet","beach_sand",NA,10,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","pis_bus",227,0,3.27,26.55,46.8,0.09,"X227","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",194.434,2.391,128.699,99.883,0.117,"Fine Sand","Fine Sand","beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"228","20/02/2020","40","wet","beach_sand",NA,40,0,0,0,0,"0",NA,"N","N","227",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"229","20/02/2020","60","wet","beach_sand",NA,20,0,0,0,0,"0",NA,"N","N","227",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"230","20/02/2020","15","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","pis_bus",230,0,1.11,10.31,47.64,0.05,"X230","Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic","Sand",147.936,2.721,80.544,99.915,0.085,"Fine Sand","Fine Sand","beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"231","20/02/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","230",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"232","20/02/2020","35","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","230",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"233","20/02/2020","60","wet","sand",NA,30,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Urok","pis_bus",233,0,6.67,29.73,34.7,0.17,"X233","Fine Sand,Poorly Sorted,Fine Skewed,Mesokurtic","Sand",254.499,2.159,191.641,99.761,0.239,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"234","20/02/2020","30","wet","sand",NA,50,0,0,0,0,"0",NA,"N","N","233",NA,NA,"Urok","pis_bus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"235","20/02/2020","20","wet","sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,"conchas partidas",NA,"Urok","pis_bus",235,0,8.4,18.2,29.62,0.59,"X235","Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic","Sand",229.859,2.192,169.211,98.961,1.039,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
